fecha,mes_venta,nombre_del_vendedor,nombre_del_supermercado,representante_de_compras,estado,ciudad,categoria,producto,presentacion,precio_unitario_usd,cantidad_comprada,valor_total_usd,forma_pago,tipo_producto
2024-02-28,2024-02,Anderson James,Corner Delicatessen,Clark Eleonor,Texas,Austin,Yogur,Yogur con frutas,Individual,1.2,38,45.6,Tarjeta de crédito,Yogur con frutas
2024-07-08,2024-07,Jackson George,The Pantry,Wilson Ethan,Nueva York,Buffalo,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,398,2288.5,PayPal,Mantequilla clarificada (ghee)
2024-12-03,2024-12,Davis Olivia,The Little Bee,Hunter Mark,Massachusetts,Worcester,Leche,Leche entera,Galón,3.5,840,2940.0,Tarjeta de débito,Leche entera
2024-03-25,2024-03,Jackson George,Exquisite Foods Market,Rogers Harper,Florida,Orlando,Cremas,Crema de leche,Cartón 946ml,5.99,903,5408.97,Tarjeta de débito,Crema de leche
2024-05-12,2024-05,Anderson James,The House of Flavor,McAllister Alexander,Florida,Jacksonville,Cremas,Crema batida,Spray 250ml,3.75,996,3735.0,Efectivo,Crema batida
2024-09-29,2024-09,Smith Noah,The Family Grocer,Brown Margaret,California,San Diego,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,608,3496.0,Transferencia bancaria,Mantequilla clarificada (ghee)
2024-10-08,2024-10,Williams Chloe,Super Everything,Fraser Michael,Texas,Dallas,Otros,Dulce de leche,Frasco 250g,3.0,954,2862.0,PayPal,Dulce de leche
2024-09-23,2024-09,Smith Noah,The Pantry,Wilson Ethan,Nueva York,Buffalo,Otros,Helado,Barra individual,1.5,794,1191.0,PayPal,Helado
2024-09-04,2024-09,Anderson James,The Family Grocer,Brown Margaret,Florida,Jacksonville,Cremas,Crema agria,Tarrina 200g,2.5,231,577.5,Tarjeta de débito,Crema agria
2024-10-18,2024-10,Anderson James,The House of Flavor,McAllister Alexander,Nueva York,New York City,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,170,680.0,Tarjeta de crédito,Mantequilla con sal
2024-08-10,2024-08,Williams Chloe,Select Market,Bélanger Theodore,Nueva York,New York City,Quesos,Queso camembert,Cuña 200g,6.0,768,4608.0,Transferencia bancaria,Queso camembert
2024-01-04,2024-01,Lee Charlotte,The Pantry,Wilson Ethan,Nueva York,Buffalo,Cremas,Queso crema,Tarrina 250g,2.8,254,711.2,Tarjeta de crédito,Queso crema
2024-04-19,2024-04,Anderson James,Exquisite Foods Market,Rogers Harper,Massachusetts,Boston,Leche,Leche deslactosada,Litro,1.3,158,205.4,Efectivo,Leche deslactosada
2024-10-20,2024-10,Anderson James,Hyper Foods,Brightman Abigail,Texas,Austin,Otros,Helado,Tarrina 500ml,4.25,460,1955.0,Transferencia bancaria,Helado
2024-11-10,2024-11,Lee Charlotte,Red Rose,Martinez Patricia,California,San Diego,Cremas,Crema agria,Tarrina 200g,2.5,307,767.5,Tarjeta de débito,Crema agria
2024-03-09,2024-03,Williams Chloe,Food Emporium,Iacoca William,Massachusetts,Springfield,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,786,4716.0,Efectivo,Queso azul gorgonzola
2024-03-06,2024-03,Williams Chloe,The Grocery Store,McBride Evelyn,Texas,Houston,Quesos,Queso azul roquefort,Cuña 150g,6.25,465,2906.25,PayPal,Queso azul roquefort
2024-11-19,2024-11,Smith Noah,Sky Blue Market,Taylor Jacob,Massachusetts,Lowell,Yogur,Yogur griego,Individual,1.5,191,286.5,Efectivo,Yogur griego
2024-05-05,2024-05,Jackson George,My Market,Johnson Alice,California,San Francisco,Leche,Leche en polvo,Bolsa 800g,5.5,409,2249.5,Efectivo,Leche en polvo
2024-12-01,2024-12,Williams Chloe,The Family Grocer,Brown Margaret,California,San Diego,Cremas,Crema batida,Spray 250ml,3.75,541,2028.75,Efectivo,Crema batida
2024-08-18,2024-08,Smith Noah,Pekos Foods,Dubbois Frank,Massachusetts,Springfield,Quesos,Queso en lonchas,Paquete 200g,3.8,15,57.0,Tarjeta de crédito,Queso en lonchas
2024-01-26,2024-01,Williams Chloe,Red Rose,Martinez Patricia,Texas,Austin,Cremas,Crema batida,Spray 250ml,3.75,231,866.25,Tarjeta de débito,Crema batida
2024-04-27,2024-04,Jackson George,Super Everything,Fraser Michael,Texas,Houston,Leche,Leche descremada,Litro,1.15,721,829.15,Efectivo,Leche descremada
2024-12-26,2024-12,Williams Chloe,Culinary Treasures,Koch Emma,Florida,Orlando,Yogur,Kumis,Botella 1L,2.5,380,950.0,Efectivo,Kumis
2024-12-15,2024-12,Williams Chloe,Food Emporium,Iacoca William,California,Los Angeles,Quesos,Queso gruyere,Bloque 300g,5.5,775,4262.5,PayPal,Queso gruyere
2024-04-26,2024-04,Davis Olivia,Exquisite Foods Market,Rogers Harper,Massachusetts,Boston,Cremas,Crema de leche,Cartón 946ml,5.99,489,2929.11,Efectivo,Crema de leche
2024-05-28,2024-05,Lee Charlotte,Food Emporium,Iacoca William,Massachusetts,Lowell,Leche,Leche en polvo,Bolsa 400g,3.0,716,2148.0,Tarjeta de crédito,Leche en polvo
2024-05-31,2024-05,Davis Olivia,Pekos Foods,Dubbois Frank,Massachusetts,Springfield,Otros,Cuajada,Envase 250g,2.2,77,169.4,PayPal,Cuajada
2024-07-12,2024-07,Smith Noah,The Food Barn,Tremblay Ana,California,Los Angeles,Yogur,Yogur griego,Individual,1.5,904,1356.0,Transferencia bancaria,Yogur griego
2024-02-03,2024-02,Anderson James,Corner Delicatessen,Clark Eleonor,Nueva York,Rochester,Cremas,Crema de leche,Cartón 946ml,5.99,264,1581.36,Tarjeta de débito,Crema de leche
2024-02-25,2024-02,Lee Charlotte,The Food Barn,Tremblay Ana,Nueva York,New York City,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,137,822.0,Tarjeta de crédito,Queso azul gorgonzola
2024-02-22,2024-02,Jackson George,The House of Flavor,McAllister Alexander,California,San Diego,Leche,Leche en polvo,Bolsa 400g,3.0,108,324.0,Tarjeta de débito,Leche en polvo
2024-01-06,2024-01,Davis Olivia,The Pantry,Wilson Ethan,Nueva York,Rochester,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,516,2064.0,Efectivo,Mantequilla con sal
2024-03-07,2024-03,Williams Chloe,Select Market,Bélanger Theodore,Massachusetts,Springfield,Cremas,Queso crema,Tarrina 250g,2.8,318,890.4,Tarjeta de débito,Queso crema
2024-09-13,2024-09,Smith Noah,Exquisite Foods Market,Rogers Harper,Massachusetts,Boston,Otros,Helado,Barra individual,1.5,72,108.0,Tarjeta de débito,Helado
2024-03-23,2024-03,Williams Chloe,Red Rose,Martinez Patricia,California,San Jose,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,969,5571.75,Transferencia bancaria,Mantequilla clarificada (ghee)
2024-05-08,2024-05,Zeller Sophie,The Little Bee,Hunter Mark,Florida,Miami,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,144,604.8,PayPal,Mantequilla sin sal
2024-02-02,2024-02,Smith Noah,Hyper Foods,Brightman Abigail,Massachusetts,Boston,Otros,Suero de leche,Botella 1L,2.0,905,1810.0,Tarjeta de crédito,Suero de leche
2024-12-10,2024-12,Zeller Sophie,The Grocery Store,McBride Evelyn,California,Los Angeles,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,881,3700.2,Transferencia bancaria,Mantequilla sin sal
2024-11-19,2024-11,Williams Chloe,Super Saber,Lee Lucas,California,San Diego,Quesos,Queso para untar,Tarrina 250g,3.2,686,2195.2,Transferencia bancaria,Queso para untar
2024-08-06,2024-08,Jackson George,The Family Grocer,Brown Margaret,Florida,Orlando,Cremas,Crema batida,Spray 250ml,3.75,981,3678.75,Transferencia bancaria,Crema batida
2024-11-27,2024-11,Davis Olivia,Culinary Treasures,Koch Emma,California,Los Angeles,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,503,2112.6,Tarjeta de crédito,Mantequilla sin sal
2024-02-09,2024-02,Lee Charlotte,Red Rose,Martinez Patricia,Nueva York,Buffalo,Cremas,Crema batida,Spray 250ml,3.75,475,1781.25,Efectivo,Crema batida
2024-03-05,2024-03,Davis Olivia,Central Supermarket,Smith Patricia,California,Los Angeles,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,365,1533.0,Efectivo,Mantequilla sin sal
2024-04-02,2024-04,Davis Olivia,Super Saber,Lee Lucas,Florida,Tampa,Quesos,Queso camembert,Cuña 200g,6.0,366,2196.0,Tarjeta de débito,Queso camembert
2024-01-21,2024-01,Davis Olivia,The Pantry,Wilson Ethan,Texas,San Antonio,Quesos,Queso mozzarella,Paquete 200g,3.75,94,352.5,Tarjeta de crédito,Queso mozzarella
2024-04-29,2024-04,Williams Chloe,The Food Barn,Tremblay Ana,Florida,Orlando,Leche,Leche condensada,Lata 397g,2.5,381,952.5,Efectivo,Leche condensada
2024-02-13,2024-02,Smith Noah,Sky Blue Market,Taylor Jacob,California,San Francisco,Leche,Leche en polvo,Bolsa 400g,3.0,868,2604.0,Transferencia bancaria,Leche en polvo
2024-07-12,2024-07,Zeller Sophie,The Little Bee,Hunter Mark,Texas,Houston,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,592,3404.0,PayPal,Mantequilla clarificada (ghee)
2024-05-24,2024-05,Williams Chloe,The Little Bee,Hunter Mark,California,San Jose,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,582,2444.4,Tarjeta de débito,Mantequilla sin sal
2024-01-25,2024-01,Lee Charlotte,Pekos Foods,Dubbois Frank,Nueva York,Buffalo,Quesos,Queso gruyere,Bloque 300g,5.5,598,3289.0,Tarjeta de crédito,Queso gruyere
2024-01-23,2024-01,Williams Chloe,The Food Barn,Tremblay Ana,Massachusetts,Boston,Leche,Leche saborizada,Botella 500 ml,1.5,55,82.5,Tarjeta de débito,Leche saborizada
2024-07-16,2024-07,Jackson George,The Family Grocer,Brown Margaret,Nueva York,Buffalo,Quesos,Queso edam,Bloque 300g,4.75,155,736.25,Tarjeta de crédito,Queso edam
2024-07-14,2024-07,Smith Noah,Central Supermarket,Smith Patricia,Texas,Dallas,Cremas,Crema batida,Spray 250ml,3.75,73,273.75,Efectivo,Crema batida
2024-03-25,2024-03,Lee Charlotte,Food Emporium,Iacoca William,Florida,Tampa,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,306,1285.2,Transferencia bancaria,Mantequilla sin sal
2024-07-25,2024-07,Zeller Sophie,Super Saber,Lee Lucas,California,San Diego,Otros,Suero de leche,Botella 1L,2.0,657,1314.0,PayPal,Suero de leche
2024-05-07,2024-05,Smith Noah,Corner Delicatessen,Clark Eleonor,Texas,Houston,Cremas,Crema batida,Spray 250ml,3.75,584,2190.0,PayPal,Crema batida
2024-06-12,2024-06,Williams Chloe,Select Market,Bélanger Theodore,Nueva York,Rochester,Quesos,Queso cheddar añejo,Bloque 300g,5.0,662,3310.0,Transferencia bancaria,Queso cheddar añejo
2024-01-31,2024-01,Anderson James,Hyper Foods,Brightman Abigail,Massachusetts,Springfield,Yogur,Yogur con frutas,Individual,1.2,760,912.0,PayPal,Yogur con frutas
2024-09-16,2024-09,Lee Charlotte,Culinary Treasures,Koch Emma,Texas,Houston,Quesos,Queso blanco,Bloque 500g,5.0,904,4520.0,Tarjeta de crédito,Queso blanco
2024-01-16,2024-01,Anderson James,Town Market,Gagnon James,Florida,Miami,Otros,Suero de leche,Botella 1L,2.0,193,386.0,Efectivo,Suero de leche
2024-12-21,2024-12,Smith Noah,The Family Grocer,Brown Margaret,Nueva York,Buffalo,Leche,Leche semidescremada,Litro,1.2,241,289.2,PayPal,Leche semidescremada
2024-09-18,2024-09,Anderson James,Central Supermarket,Smith Patricia,Texas,Austin,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,74,296.0,Tarjeta de débito,Mantequilla con sal
2024-01-23,2024-01,Smith Noah,The House of Flavor,McAllister Alexander,Massachusetts,Worcester,Yogur,Yogur natural,Familiar 1L,3.5,372,1302.0,Efectivo,Yogur natural
2024-07-25,2024-07,Smith Noah,Town Market,Gagnon James,Texas,San Antonio,Otros,Cuajada,Envase 250g,2.2,127,279.4,PayPal,Cuajada
2024-08-10,2024-08,Lee Charlotte,The Food Barn,Tremblay Ana,Nueva York,New York City,Otros,Suero de leche,Botella 1L,2.0,855,1710.0,PayPal,Suero de leche
2024-02-07,2024-02,Jackson George,Super Saber,Lee Lucas,Florida,Jacksonville,Yogur,Yogur con frutas,Individual,1.2,474,568.8,PayPal,Yogur con frutas
2024-09-05,2024-09,Anderson James,Select Market,Bélanger Theodore,California,San Jose,Cremas,Crema de leche,Cartón 946ml,5.99,421,2521.79,Efectivo,Crema de leche
2024-09-17,2024-09,Jackson George,Town Market,Gagnon James,California,San Jose,Yogur,Yogur con frutas,Individual,1.2,548,657.6,PayPal,Yogur con frutas
2024-05-06,2024-05,Anderson James,Corner Delicatessen,Clark Eleonor,Nueva York,Rochester,Leche,Leche deslactosada,Individual,0.85,618,525.3,Tarjeta de crédito,Leche deslactosada
2024-09-17,2024-09,Davis Olivia,Food Emporium,Iacoca William,Nueva York,New York City,Quesos,Queso azul roquefort,Cuña 150g,6.25,724,4525.0,PayPal,Queso azul roquefort
2024-03-16,2024-03,Zeller Sophie,Super Saber,Lee Lucas,California,San Diego,Yogur,Yogur con frutas,Individual,1.2,750,900.0,Tarjeta de crédito,Yogur con frutas
2024-12-03,2024-12,Jackson George,Sky Blue Market,Taylor Jacob,Nueva York,Buffalo,Otros,Suero de leche,Botella 1L,2.0,816,1632.0,PayPal,Suero de leche
2024-11-03,2024-11,Lee Charlotte,Red Rose,Martinez Patricia,Nueva York,Yonkers,Leche,Leche condensada,Lata 397g,2.5,740,1850.0,Transferencia bancaria,Leche condensada
2024-12-29,2024-12,Smith Noah,Town Market,Gagnon James,Florida,Orlando,Leche,Leche deslactosada,Litro,1.3,972,1263.6,Efectivo,Leche deslactosada
2024-05-16,2024-05,Anderson James,The House of Flavor,McAllister Alexander,Massachusetts,Worcester,Leche,Leche entera,Litro,1.25,562,702.5,PayPal,Leche entera
2024-10-18,2024-10,Anderson James,Central Supermarket,Smith Patricia,Florida,Jacksonville,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,861,3444.0,Tarjeta de débito,Mantequilla con sal
2024-08-06,2024-08,Zeller Sophie,Super Everything,Fraser Michael,Texas,San Antonio,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,289,1734.0,Tarjeta de crédito,Queso azul gorgonzola
2024-06-06,2024-06,Zeller Sophie,Culinary Treasures,Koch Emma,Massachusetts,Boston,Quesos,Queso en lonchas,Paquete 200g,3.8,844,3207.2,Tarjeta de crédito,Queso en lonchas
2024-11-24,2024-11,Smith Noah,The House of Flavor,McAllister Alexander,Nueva York,Buffalo,Cremas,Crema agria,Tarrina 200g,2.5,518,1295.0,Transferencia bancaria,Crema agria
2024-03-21,2024-03,Lee Charlotte,The Family Grocer,Brown Margaret,Massachusetts,Springfield,Leche,Leche evaporada,Lata 354ml,2.3,985,2265.5,Tarjeta de débito,Leche evaporada
2024-08-31,2024-08,Anderson James,Select Market,Bélanger Theodore,Texas,Houston,Otros,Helado,Tarrina 500ml,4.25,388,1649.0,Efectivo,Helado
2024-08-26,2024-08,Lee Charlotte,Town Market,Gagnon James,Florida,Miami,Yogur,Yogur con frutas,Individual,1.2,904,1084.8,PayPal,Yogur con frutas
2024-07-15,2024-07,Zeller Sophie,Town Market,Gagnon James,Nueva York,New York City,Yogur,Yogur griego,Individual,1.5,732,1098.0,Tarjeta de crédito,Yogur griego
2024-03-21,2024-03,Jackson George,Hyper Foods,Brightman Abigail,California,Los Angeles,Quesos,Queso gruyere,Bloque 300g,5.5,815,4482.5,PayPal,Queso gruyere
2024-08-14,2024-08,Lee Charlotte,Select Market,Bélanger Theodore,California,Los Angeles,Otros,Suero de leche,Botella 1L,2.0,232,464.0,Tarjeta de crédito,Suero de leche
2024-08-16,2024-08,Jackson George,The Grocery Store,McBride Evelyn,Massachusetts,Springfield,Otros,Suero de leche,Botella 1L,2.0,255,510.0,Tarjeta de crédito,Suero de leche
2024-09-30,2024-09,Lee Charlotte,My Market,Johnson Alice,Texas,Austin,Cremas,Queso crema,Tarrina 250g,2.8,871,2438.8,Tarjeta de débito,Queso crema
2024-11-20,2024-11,Davis Olivia,My Market,Johnson Alice,Texas,Austin,Cremas,Crema de leche,Cartón 946ml,5.99,69,413.31,Tarjeta de crédito,Crema de leche
2024-02-08,2024-02,Davis Olivia,Exquisite Foods Market,Rogers Harper,Massachusetts,Lowell,Leche,Leche semidescremada,Individual,0.7,441,308.7,Tarjeta de débito,Leche semidescremada
2024-04-21,2024-04,Williams Chloe,Super Everything,Fraser Michael,Massachusetts,Lowell,Cremas,Queso crema,Tarrina 250g,2.8,968,2710.4,Tarjeta de crédito,Queso crema
2024-10-05,2024-10,Davis Olivia,Exquisite Foods Market,Rogers Harper,Nueva York,Yonkers,Leche,Leche descremada,Litro,1.15,248,285.2,Tarjeta de débito,Leche descremada
2024-08-07,2024-08,Anderson James,Exquisite Foods Market,Rogers Harper,Florida,Miami,Leche,Leche saborizada,Individual,1.0,229,229.0,Tarjeta de crédito,Leche saborizada
2024-12-04,2024-12,Anderson James,The Family Grocer,Brown Margaret,Florida,Tampa,Leche,Bebidas lácteas,Botella 1L,2.0,277,554.0,Tarjeta de débito,Bebidas lácteas
2024-07-20,2024-07,Anderson James,Super Everything,Fraser Michael,California,Los Angeles,Leche,Leche en polvo,Bolsa 400g,3.0,908,2724.0,Tarjeta de débito,Leche en polvo
2024-12-19,2024-12,Lee Charlotte,Super Saber,Lee Lucas,Nueva York,Buffalo,Otros,Suero de leche,Botella 1L,2.0,710,1420.0,PayPal,Suero de leche
2024-02-19,2024-02,Davis Olivia,Super Everything,Fraser Michael,Nueva York,Buffalo,Quesos,Queso para untar,Tarrina 250g,3.2,631,2019.2,Tarjeta de crédito,Queso para untar
2024-12-24,2024-12,Lee Charlotte,Hyper Foods,Brightman Abigail,Florida,Tampa,Cremas,Crema de leche,Cartón 946ml,5.99,961,5756.39,Transferencia bancaria,Crema de leche
2024-07-12,2024-07,Lee Charlotte,My Market,Johnson Alice,Nueva York,Yonkers,Otros,Cuajada,Envase 250g,2.2,41,90.2,PayPal,Cuajada
2024-12-04,2024-12,Lee Charlotte,Culinary Treasures,Koch Emma,Massachusetts,Lowell,Leche,Leche semidescremada,Litro,1.2,560,672.0,Efectivo,Leche semidescremada
2024-09-10,2024-09,Zeller Sophie,Super Everything,Fraser Michael,California,San Francisco,Quesos,Queso brie,Cuña 200g,6.0,505,3030.0,Tarjeta de crédito,Queso brie
2024-05-22,2024-05,Zeller Sophie,Food Emporium,Iacoca William,Massachusetts,Boston,Cremas,Crema agria,Tarrina 200g,2.5,150,375.0,Tarjeta de débito,Crema agria
2024-03-23,2024-03,Anderson James,The Family Grocer,Brown Margaret,Florida,Orlando,Leche,Bebidas lácteas,Botella 1L,2.0,573,1146.0,Efectivo,Bebidas lácteas
2024-05-26,2024-05,Williams Chloe,The House of Flavor,McAllister Alexander,Florida,Miami,Leche,Leche evaporada,Lata 354ml,2.3,610,1403.0,Tarjeta de débito,Leche evaporada
2024-07-05,2024-07,Williams Chloe,Hyper Foods,Brightman Abigail,Massachusetts,Worcester,Yogur,Yogur natural,Familiar 1L,3.5,376,1316.0,Transferencia bancaria,Yogur natural
2024-03-30,2024-03,Lee Charlotte,Super Saber,Lee Lucas,Nueva York,Buffalo,Yogur,Kumis,Botella 1L,2.5,55,137.5,Transferencia bancaria,Kumis
2024-11-03,2024-11,Anderson James,Culinary Treasures,Koch Emma,Massachusetts,Springfield,Leche,Leche descremada,Litro,1.15,662,761.3,Tarjeta de crédito,Leche descremada
2024-06-16,2024-06,Zeller Sophie,Culinary Treasures,Koch Emma,Texas,Austin,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,254,1460.5,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-04-29,2024-04,Lee Charlotte,The Grocery Store,McBride Evelyn,Texas,Houston,Cremas,Crema batida,Spray 250ml,3.75,53,198.75,Tarjeta de crédito,Crema batida
2024-11-15,2024-11,Zeller Sophie,The Pantry,Wilson Ethan,Texas,Austin,Otros,Suero de leche,Botella 1L,2.0,646,1292.0,Tarjeta de crédito,Suero de leche
2024-04-03,2024-04,Davis Olivia,The House of Flavor,McAllister Alexander,Florida,Orlando,Leche,Leche descremada,Litro,1.15,467,537.05,Efectivo,Leche descremada
2024-01-13,2024-01,Williams Chloe,The Food Barn,Tremblay Ana,California,Los Angeles,Quesos,Queso cheddar añejo,Bloque 300g,5.0,408,2040.0,Tarjeta de crédito,Queso cheddar añejo
2024-10-27,2024-10,Davis Olivia,My Market,Johnson Alice,California,San Francisco,Quesos,Queso cheddar añejo,Bloque 300g,5.0,142,710.0,Transferencia bancaria,Queso cheddar añejo
2024-01-19,2024-01,Zeller Sophie,The House of Flavor,McAllister Alexander,Massachusetts,Boston,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,133,558.6,Efectivo,Mantequilla sin sal
2024-10-20,2024-10,Lee Charlotte,Corner Delicatessen,Clark Eleonor,Florida,Miami,Leche,Bebidas lácteas,Botella 1L,2.0,325,650.0,Transferencia bancaria,Bebidas lácteas
2024-07-15,2024-07,Zeller Sophie,The Pantry,Wilson Ethan,Texas,Austin,Quesos,Queso ricota,Envase 250g,4.0,921,3684.0,Transferencia bancaria,Queso ricota
2024-12-08,2024-12,Williams Chloe,Hyper Foods,Brightman Abigail,Massachusetts,Lowell,Cremas,Crema batida,Spray 250ml,3.75,265,993.75,PayPal,Crema batida
2024-01-08,2024-01,Anderson James,Hyper Foods,Brightman Abigail,Florida,Tampa,Otros,Helado,Tarrina 500ml,4.25,883,3752.75,Tarjeta de débito,Helado
2024-02-20,2024-02,Smith Noah,Central Supermarket,Smith Patricia,Florida,Tampa,Cremas,Crema de leche,Cartón 946ml,5.99,802,4803.98,Tarjeta de crédito,Crema de leche
2024-12-16,2024-12,Smith Noah,Select Market,Bélanger Theodore,Texas,San Antonio,Cremas,Crema de leche,Cartón 946ml,5.99,82,491.18,Efectivo,Crema de leche
2024-09-25,2024-09,Lee Charlotte,Exquisite Foods Market,Rogers Harper,Florida,Orlando,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,104,436.8,Tarjeta de débito,Mantequilla sin sal
2024-12-06,2024-12,Davis Olivia,Select Market,Bélanger Theodore,Nueva York,Buffalo,Otros,Cuajada,Envase 250g,2.2,661,1454.2,Transferencia bancaria,Cuajada
2024-01-02,2024-01,Lee Charlotte,Super Saber,Lee Lucas,California,Los Angeles,Leche,Leche evaporada,Lata 354ml,2.3,865,1989.5,Transferencia bancaria,Leche evaporada
2024-06-19,2024-06,Lee Charlotte,Central Supermarket,Smith Patricia,Nueva York,New York City,Quesos,Queso ricota,Envase 250g,4.0,434,1736.0,Transferencia bancaria,Queso ricota
2024-04-21,2024-04,Smith Noah,Super Saber,Lee Lucas,Massachusetts,Worcester,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,631,3628.25,Tarjeta de crédito,Mantequilla clarificada (ghee)
